"Credit.Rating","Account.Balance","Credit.Duration.Months","Previous.Credit.Payment.Status","Credit.Purpose","Credit.Amount","Savings","Employment.Duration","Installment.Rate","Marital.Status","Guarantor","Residence.Duration","Current.Assets","Age","Other.Credits","Apartment.Type","Bank.Credits","Occupation","Dependents","Telephone","Foreign.Worker"
"1","1",0.00804390849366026,"2","4",0.174210147341536,"4","3","2","2","2","2","1",-1.01667712230752,"2","2","1","2","1","1","2"
"1","2",-0.240736766567997,"2","4",0.413692771922377,"1","4","1","2","2","1","1",-0.223912081520163,"1","2","1","4","1","2","1"
"1","1",-0.738298116691312,"2","3",-0.766715667579641,"1","2","2","2","1","2","1",-1.36901714043524,"2","1","1","4","2","2","1"
"1","2",-0.489517441629654,"2","3",-0.647328619526766,"4","1","4","2","1","1","2",-1.10476212683945,"2","2","1","3","1","1","1"
"1","2",2.24706998404858,"1","4",3.15215532815005,"4","1","4","2","2","4","4",0.0403429320756234,"2","3","1","4","1","2","1"
"1","3",-0.987078791752969,"2","3",-0.183596732579544,"2","4","3","2","2","4","3",-0.0477420724563055,"2","2","1","3","1","2","1"
"1","3",-1.40171325018906,"2","4",-0.629615407649485,"4","1","1","2","1","2","1",-0.576252099647879,"2","2","1","2","2","1","2"
"1","1",0.256824583555318,"1","2",-0.157026914763623,"3","2","4","2","1","4","1",-1.19284713137138,"1","2","1","3","1","2","1"
"1","1",0.256824583555318,"1","2",-0.279248076716863,"3","2","4","2","1","4","1",-1.19284713137138,"1","2","1","3","1","2","1"
"1","3",-1.23585946681463,"3","4",-0.698696933970881,"1","2","1","2","1","1","1",3.38757310428892,"2","2","2","1","2","1","2"
"1","2",-0.987078791752969,"2","4",-0.610130874584475,"4","1","4","2","1","2","1",-0.0477420724563055,"2","2","1","1","1","1","1"
"1","3",-0.90415190006575,"2","4",0.240103295525021,"1","1","1","2","2","1","2",0.128427936607552,"2","2","1","2","2","1","1"
"1","3",-0.90415190006575,"2","1",-0.131165625422792,"4","1","1","1","1","4","1",-0.400082090584021,"2","1","1","3","1","1","1"
"1","3",-1.23585946681463,"2","4",-0.907712834122799,"3","1","2","3","1","2","1",-0.752422108711736,"2","2","1","1","1","1","2"
"1","1",2.16414309236136,"2","4",2.63953497642153,"1","1","1","1","1","1","1",-0.0477420724563055,"2","2","1","2","1","2","1"
"1","3",-0.90415190006575,"2","4",-0.702948104821429,"4","4","4","2","2","2","2",0.833107972862983,"2","2","1","2","1","1","2"
"1","1",-0.240736766567997,"1","3",-0.471613557704136,"1","1","3","2","2","4","4",0.0403429320756234,"1","3","1","4","1","2","1"
"1","3",0.754385933678632,"3","3",0.136303873924154,"4","4","4","2","1","4","2",1.1854479909907,"1","2","2","2","1","1","1"
"1","3",0.256824583555318,"3","1",0.498716188933327,"1","3","3","2","1","3","3",-0.0477420724563055,"2","2","2","2","1","2","1"
"1","3",0.505605258616975,"3","1",1.89239169943781,"3","2","2","2","1","2","3",-0.752422108711736,"2","2","2","3","1","1","1"
"1","1",-0.240736766567997,"2","2",-0.216897570908833,"3","2","4","2","1","2","3",-0.664337104179808,"2","2","1","3","1","1","1"
"1","3",0.256824583555318,"3","3",-0.621821594423481,"3","2","4","1","1","1","1",0.656937963799125,"2","2","2","2","1","1","1"
"1","1",-0.240736766567997,"2","4",0.392791181907185,"2","2","3","2","1","4","3",-0.0477420724563055,"2","2","1","2","2","2","1"
"1","3",-0.572444333316873,"3","4",-0.874766260031056,"1","2","4","2","1","2","3",-0.752422108711736,"2","2","2","2","1","1","1"
"1","3",0.00804390849366026,"2","4",-0.601982797120926,"3","4","4","1","1","4","1",0.0403429320756234,"1","2","1","2","1","1","1"
"1","2",2.24706998404858,"1","4",0.104420092545048,"2","3","4","2","1","2","3",-0.48816709511595,"2","2","1","3","1","1","1"
"1","3",0.256824583555318,"2","3",-0.706136482959339,"1","4","4","2","1","1","1",0.0403429320756234,"2","2","1","4","1","2","1"
"1","3",-1.23585946681463,"1","3",-1.00796961334821,"1","4","4","3","1","4","3",0.30459794567141,"2","2","1","2","1","1","1"
"1","3",1.5007279588636,"2","1",1.88353509349917,"2","4","4","2","1","2","3",0.833107972862983,"2","2","1","4","1","2","1"
"1","1",0.754385933678632,"2","1",0.207510985670824,"1","2","4","1","1","4","2",0.392682950203339,"2","2","1","4","1","2","1"
"0","2",-0.738298116691312,"2","4",-0.916215175823894,"1","3","2","3","1","3","3",-0.928592117775594,"1","2","1","2","1","1","1"
"1","1",0.256824583555318,"2","3",-0.591000605757012,"1","4","4","1","1","4","3",1.71395801818227,"2","2","1","3","1","1","1"
"1","3",0.00804390849366026,"2","2",-0.364980022202904,"1","4","4","2","1","2","1",1.27353299552263,"2","2","2","3","1","1","1"
"1","1",0.256824583555318,"2","3",-0.31432023623388,"1","4","4","2","1","4","1",2.50672305896963,"1","1","1","2","1","1","1"
"1","3",-1.40171325018906,"2","2",-0.945973371777726,"1","1","1","1","1","3","1",-1.10476212683945,"2","1","1","2","2","1","1"
"1","3",1.5007279588636,"2","1",-0.248781352287939,"3","2","4","2","1","4","3",-1.01667712230752,"2","2","1","3","1","1","1"
"1","3",-0.489517441629654,"3","3",-0.692674441932606,"3","2","2","3","1","2","2",1.00927798192684,"2","2","2","2","1","1","1"
"1","3",3.24219268429521,"2","4",2.51341690785529,"1","4","2","2","1","4","2",0.568852959267197,"2","2","1","4","1","2","1"
"1","3",-0.240736766567997,"2","4",-0.603399854071108,"2","2","3","1","1","4","2",-1.01667712230752,"2","1","1","2","1","1","1"
"1","3",-0.240736766567997,"3","3",-0.936053973126449,"3","4","4","2","1","3","2",-0.311997086052092,"1","2","2","4","1","2","1"
"1","3",-1.23585946681463,"1","3",-0.538923762837805,"3","4","2","2","1","4","2",0.833107972862983,"1","2","1","2","2","1","1"
"1","3",0.256824583555318,"2","1",0.076787482016489,"2","3","3","1","1","4","3",-1.10476212683945,"2","2","1","3","1","1","1"
"1","3",-0.240736766567997,"3","3",-0.521210550960524,"1","2","4","2","1","2","3",-1.01667712230752,"2","2","2","3","1","1","1"
"1","3",0.256824583555318,"3","2",0.311664671509237,"2","2","2","2","1","3","2",-0.0477420724563055,"2","2","2","3","1","1","1"
"1","2",-0.489517441629654,"2","3",-0.22681696956011,"2","2","3","1","1","2","1",-0.928592117775594,"2","2","1","2","1","1","1"
"1","3",0.00804390849366026,"2","1",0.700292540096787,"4","2","1","2","1","3","3",-0.840507113243665,"2","2","1","3","1","1","1"
"1","2",-0.240736766567997,"3","4",-0.131874153897883,"4","4","4","2","1","4","3",0.656937963799125,"2","2","1","3","2","1","1"
"1","2",-0.240736766567997,"3","3",1.0389691511904,"1","2","2","2","1","4","1",0.745022968331054,"2","2","1","2","2","2","1"
"1","3",-0.738298116691312,"2","3",-0.874057731555965,"1","4","4","2","1","4","3",0.216512941139481,"2","2","1","3","1","1","1"
"1","3",1.25194728380195,"2","3",0.114693755433871,"1","4","4","2","1","2","3",-0.664337104179808,"2","2","1","3","1","1","1"
"1","3",1.25194728380195,"3","1",0.86431688208041,"3","4","4","2","1","2","3",0.216512941139481,"2","2","2","4","1","2","1"
"1","3",-0.489517441629654,"2","4",-0.206978172257556,"1","3","2","2","1","4","2",-0.840507113243665,"2","1","1","3","1","2","1"
"1","1",-0.489517441629654,"3","2",0.131698438836061,"1","4","1","1","1","4","2",-0.752422108711736,"2","2","2","2","1","1","1"
"1","3",-0.90415190006575,"3","2",-0.398635124769738,"1","1","1","1","1","3","1",-1.10476212683945,"2","1","2","3","1","1","1"
"1","1",-0.90415190006575,"2","3",-0.338764468624528,"1","4","3","2","1","4","1",1.44970300458649,"2","2","1","2","1","1","1"
"1","3",-1.31878635850185,"2","4",0.0626169125146641,"1","3","1","2","1","4","1",3.38757310428892,"2","2","1","2","1","1","1"
"1","3",-0.489517441629654,"2","2",-0.199538623269097,"1","1","2","2","1","3","2",-0.752422108711736,"1","2","2","2","1","1","1"
"1","3",-0.821225008378531,"3","4",-0.665396095641593,"1","1","4","1","1","4","3",-0.0477420724563055,"2","2","2","4","1","1","1"
"1","3",-0.90415190006575,"2","2",-0.707199275671976,"1","1","4","1","1","2","2",-1.10476212683945,"2","2","1","3","1","1","1"
"1","3",-0.987078791752969,"2","2",-0.693737234645243,"1","4","1","2","1","4","3",-1.36901714043524,"2","2","1","3","1","1","1"
"1","3",-0.738298116691312,"2","3",-0.62996967188703,"1","1","4","1","1","3","3",-0.135827076988234,"2","2","1","3","2","1","1"
"1","3",0.0909708001808793,"2","3",-0.211229343108103,"3","4","3","2","1","4","3",0.392682950203339,"2","2","1","3","1","1","1"
"1","2",-0.987078791752969,"2","3",-0.408554523421015,"1","2","2","2","1","2","1",0.128427936607552,"2","2","1","2","2","1","1"
"1","3",1.25194728380195,"2","4",-0.836859986613674,"3","4","4","2","1","4","2",0.0403429320756234,"2","2","1","3","1","1","1"
"1","3",-0.738298116691312,"3","2",-0.713221767710252,"1","1","2","1","1","4","2",-1.19284713137138,"2","1","2","2","1","1","1"
"1","3",-0.489517441629654,"1","3",-0.603045589833563,"2","4","4","2","1","4","3",-0.135827076988234,"1","2","1","2","2","1","1"
"1","3",-1.23585946681463,"2","1",-0.721015580936256,"3","2","2","2","1","4","2",1.27353299552263,"2","1","1","3","1","1","1"
"1","3",1.25194728380195,"3","2",1.56115463733265,"3","3","2","1","1","4","3",0.392682950203339,"2","2","2","3","1","2","1"
"1","3",-1.23585946681463,"2","3",-0.925071781762535,"3","3","2","3","1","4","1",-1.10476212683945,"2","1","1","2","1","1","1"
"1","3",0.256824583555318,"2","2",-0.154547065100803,"3","4","3","2","1","4","2",1.53778800911841,"2","2","1","3","1","1","1"
"1","3",0.256824583555318,"2","1",-0.213000664295831,"1","4","4","2","1","4","3",-0.0477420724563055,"2","2","1","4","1","2","1"
"1","3",-0.738298116691312,"1","4",0.0622626482771184,"3","2","4","1","1","3","1",-0.0477420724563055,"2","2","1","2","2","1","1"
"1","3",-0.489517441629654,"2","3",0.105128621020139,"1","4","4","1","1","2","3",1.62587301365034,"1","1","1","4","1","2","1"
"1","2",0.00804390849366026,"3","4",0.134886816973971,"1","3","2","2","1","3","2",-0.752422108711736,"2","2","2","3","1","1","1"
"1","1",0.256824583555318,"2","3",0.137720930874336,"1","2","2","1","1","4","3",-0.664337104179808,"2","2","1","3","1","1","1"
"1","3",-0.987078791752969,"2","3",-0.759984647066274,"2","4","2","1","1","4","1",1.1854479909907,"2","2","1","3","1","1","1"
"1","3",-1.23585946681463,"3","3",-0.916923704298985,"1","1","2","1","1","1","2",-0.576252099647879,"1","2","1","3","1","1","1"
"1","3",-0.738298116691312,"2","2",-0.361437379827447,"1","2","1","1","1","2","3",0.921192977394912,"2","2","1","2","1","1","1"
"1","3",-0.738298116691312,"2","1",0.497299131983144,"4","1","1","1","1","4","3",-1.36901714043524,"2","1","1","3","1","1","1"
"1","2",0.00804390849366026,"3","4",-0.325302427597794,"1","2","1","1","1","4","2",1.00927798192684,"2","2","2","3","1","1","1"
"1","1",0.00804390849366026,"2","3",0.0303788668980123,"3","1","4","1","1","2","3",-0.576252099647879,"1","2","1","3","1","1","1"
"1","3",-1.23585946681463,"2","4",-0.920820610911987,"1","1","1","1","1","4","1",1.62587301365034,"2","2","1","1","1","2","1"
"1","1",-1.23585946681463,"3","3",-1.03914486625223,"3","4","4","2","1","4","3",1.44970300458649,"2","2","2","3","1","1","1"
"1","3",-0.987078791752969,"2","3",-0.203435529882099,"1","2","1","2","1","2","1",-0.311997086052092,"2","2","1","3","2","1","1"
"1","3",-0.987078791752969,"2","4",-0.270745735015768,"3","4","2","2","1","4","4",1.36161800005456,"2","3","1","2","1","1","1"
"1","3",-0.489517441629654,"3","3",-0.635283635450215,"1","2","4","3","1","3","1",-0.223912081520163,"1","2","2","3","1","1","1"
"1","3",-0.738298116691312,"3","3",0.104065828307502,"4","1","2","2","1","1","2",0.128427936607552,"2","2","2","2","2","1","1"
"1","3",-0.489517441629654,"2","2",-0.372065306953816,"3","2","2","1","1","4","3",-1.36901714043524,"2","1","1","3","1","1","1"
"1","3",-1.23585946681463,"3","3",-0.486492655681053,"4","2","1","2","1","2","1",-0.135827076988234,"2","2","2","2","2","1","1"
"1","2",-1.23585946681463,"3","4",-0.645557298339038,"2","4","1","1","1","2","3",-0.400082090584021,"1","2","2","3","2","1","1"
"1","3",-0.489517441629654,"3","2",-0.818792510498848,"3","3","3","1","1","2","2",-0.48816709511595,"2","2","2","3","1","1","1"
"1","3",1.25194728380195,"2","1",1.72234486541591,"1","2","1","1","1","2","2",-0.48816709511595,"1","2","1","3","1","1","1"
"1","3",-0.987078791752969,"2","2",-0.343724167950166,"2","1","2","1","1","4","2",-1.19284713137138,"2","1","1","3","1","1","1"
"1","3",-1.23585946681463,"3","4",-0.541403612500624,"2","2","1","2","1","2","1",-0.135827076988234,"2","2","2","2","1","1","1"
"1","2",-0.738298116691312,"2","2",-0.810644433035298,"3","1","1","1","1","4","1",-1.45710214496717,"2","1","1","2","1","1","1"
"1","3",-0.240736766567997,"3","3",-0.336993147436799,"1","1","2","3","1","3","1",-0.135827076988234,"2","2","2","3","1","1","1"
"1","1",-0.738298116691312,"1","4",-1.03879060201468,"1","4","4","3","1","1","3",0.833107972862983,"1","2","1","2","1","1","1"
"1","3",0.256824583555318,"2","3",0.666283173292407,"1","3","4","2","1","2","3",-0.928592117775594,"1","2","1","3","1","1","1"
"1","3",0.256824583555318,"2","2",0.169250448015897,"1","1","2","1","1","4","3",-0.840507113243665,"2","2","1","3","1","1","1"
"1","3",-0.987078791752969,"3","3",-0.0698779123273992,"4","2","1","2","1","2","1",-0.223912081520163,"2","2","2","3","2","1","1"
"0","3",-0.987078791752969,"2","3",-0.894959321571157,"1","2","3","1","1","2","1",-0.664337104179808,"2","2","1","2","1","1","1"
"1","3",0.256824583555318,"2","4",-0.638472013588125,"2","4","4","3","1","4","1",0.480767954735268,"2","1","1","2","1","1","1"
"1","1",-1.23585946681463,"2","2",-0.672127116154959,"1","2","1","2","1","2","1",0.0403429320756234,"1","2","1","2","1","2","1"
"1","3",-1.23585946681463,"1","4",-0.881497280544423,"4","2","1","2","2","2","1",-0.840507113243665,"1","2","1","2","2","1","1"
"1","1",0.00804390849366026,"2","3",-0.235673575498751,"1","1","4","1","1","4","2",-0.664337104179808,"2","1","1","4","1","2","1"
"1","3",2.74463133417189,"1","1",2.18395116693786,"4","2","2","2","1","2","2",0.30459794567141,"2","2","1","2","2","1","1"
"1","3",-0.738298116691312,"3","3",-0.829420437625216,"4","4","4","2","1","4","1",2.59480806350156,"2","2","2","3","1","1","1"
"1","3",2.24706998404858,"3","1",-0.184305261054636,"4","4","4","2","1","3","3",0.216512941139481,"2","2","2","3","2","2","1"
"1","3",-1.23585946681463,"3","4",-1.07032011915624,"3","2","2","1","1","2","1",0.480767954735268,"1","2","2","2","1","1","1"
"1","2",0.256824583555318,"2","4",-0.733414829250352,"1","1","4","2","1","1","2",-0.840507113243665,"2","2","1","3","1","1","1"
"1","1",-1.23585946681463,"2","4",-0.924363253287443,"1","1","3","2","1","4","1",0.480767954735268,"2","2","1","2","2","2","1"
"1","3",-0.489517441629654,"2","1",-0.698342669733336,"4","4","4","2","1","4","4",0.833107972862983,"1","3","1","3","2","1","1"
"1","3",0.256824583555318,"1","4",-0.606588232209019,"1","3","4","2","1","4","3",0.392682950203339,"1","2","1","3","1","2","1"
"1","3",-0.738298116691312,"2","3",-0.0904252381050454,"1","2","3","3","1","1","3",-1.01667712230752,"2","2","1","3","1","1","1"
"1","3",-0.489517441629654,"3","3",-0.677086815480598,"1","2","4","2","1","2","2",-0.400082090584021,"2","2","2","3","1","1","1"
"1","3",-1.23585946681463,"1","4",-0.732352036537715,"2","2","4","2","1","1","4",-0.0477420724563055,"1","1","1","3","1","1","2"
"1","3",-0.90415190006575,"2","4",-0.593126191182285,"3","2","3","2","1","2","4",0.392682950203339,"2","1","1","2","2","1","2"
"1","3",-0.738298116691312,"2","3",-0.424496414110568,"2","2","4","1","2","2","1",-0.664337104179808,"2","2","1","3","1","1","1"
"1","3",-0.821225008378531,"2","4",-0.40005218171992,"3","4","1","1","1","2","1",-0.664337104179808,"2","2","1","3","1","2","1"
"1","1",-0.90415190006575,"3","2",-0.403594824095377,"4","1","2","1","2","3","1",-0.752422108711736,"2","1","2","3","1","1","2"
"1","3",-0.90415190006575,"2","4",-0.611193667297112,"1","2","3","2","1","2","1",-0.400082090584021,"2","2","1","2","2","1","2"
"1","3",0.256824583555318,"3","4",-0.702948104821429,"3","4","4","1","1","4","1",0.128427936607552,"2","2","2","3","1","2","1"
"1","3",-0.90415190006575,"2","4",-0.656539489702952,"2","2","3","2","1","2","1",-0.0477420724563055,"2","1","1","2","1","1","2"
"1","3",-1.23585946681463,"3","4",-0.683109307518874,"1","4","1","2","1","4","1",0.921192977394912,"2","2","2","3","2","1","2"
"1","3",-0.240736766567997,"2","4",-0.215834778196196,"4","3","4","2","1","3","2",-0.311997086052092,"2","2","1","3","1","1","2"
"1","3",-0.240736766567997,"3","3",0.991497743359289,"1","4","3","2","1","4","3",-0.223912081520163,"2","2","2","3","1","2","1"
"1","3",0.256824583555318,"3","3",-0.47621899279223,"4","2","3","1","1","2","3",-0.223912081520163,"2","2","2","3","1","2","1"
"1","3",-0.240736766567997,"3","3",-0.307234951482967,"1","2","2","1","1","2","3",-0.840507113243665,"2","2","2","3","1","1","1"
"1","3",-1.23585946681463,"3","3",-0.608359553396747,"1","3","1","1","1","2","3",-1.01667712230752,"2","1","2","3","1","2","1"
"1","3",0.0909708001808793,"2","4",-0.704365161771611,"4","3","4","1","1","4","2",-0.928592117775594,"2","1","1","3","1","1","1"
"1","3",0.256824583555318,"3","4",-0.904878720222434,"4","4","4","3","1","4","3",1.62587301365034,"2","2","2","3","1","2","1"
"1","1",0.256824583555318,"2","2",-0.539986555550442,"1","1","4","2","2","1","2",-1.01667712230752,"2","2","1","2","1","1","2"
"1","1",-0.987078791752969,"3","3",-0.702593840583883,"2","4","3","2","2","4","1",1.09736298645877,"2","2","2","3","2","1","2"
"1","1",-0.90415190006575,"3","4",-0.791159899970289,"1","3","4","2","2","3","2",1.1854479909907,"2","2","2","3","1","2","1"
"1","3",-0.90415190006575,"2","1",-0.14994163001271,"2","2","1","2","2","2","1",-0.311997086052092,"2","2","1","3","2","1","1"
"1","3",-0.738298116691312,"2","1",-0.65831081089068,"3","3","3","2","1","2","2",1.71395801818227,"2","2","1","3","1","1","2"
"1","3",0.754385933678632,"3","3",-0.0688151196147623,"4","4","3","2","1","2","3",0.392682950203339,"2","2","2","3","2","2","1"
"1","1",0.256824583555318,"1","1",0.127801532223059,"1","2","1","1","2","4","3",-1.19284713137138,"1","1","1","3","1","1","2"
"1","3",-0.240736766567997,"3","1",-0.0149669555078275,"4","1","2","2","1","4","4",0.216512941139481,"2","2","1","4","1","2","1"
"1","3",-0.987078791752969,"2","4",0.10831699915805,"2","2","1","2","2","2","1",-0.840507113243665,"2","1","1","3","2","1","2"
"1","3",-0.738298116691312,"3","4",-0.917277968536531,"2","3","4","1","1","3","3",1.36161800005456,"2","2","2","3","1","2","1"
"1","3",-0.90415190006575,"2","3",-0.477281785504866,"1","2","1","2","1","4","2",0.216512941139481,"2","2","1","3","1","2","2"
"1","3",-0.90415190006575,"2","3",-0.901336077846978,"3","4","4","2","1","4","4",0.921192977394912,"2","3","1","3","1","2","1"
"1","3",-0.90415190006575,"3","4",-0.882205809019514,"1","4","4","2","1","4","4",2.4186380544377,"2","3","2","3","1","2","1"
"1","1",-0.738298116691312,"3","4",-0.407491730708379,"1","2","4","2","1","2","2",-0.48816709511595,"2","2","2","3","1","1","1"
"1","3",-0.738298116691312,"3","3",-0.910546948023164,"1","2","4","2","1","2","3",-0.311997086052092,"2","2","2","3","1","1","1"
"1","3",-0.90415190006575,"3","2",-0.425913471060751,"4","2","2","3","1","1","3",-0.840507113243665,"2","2","2","3","1","1","2"
"1","3",0.256824583555318,"2","4",-0.61863321628557,"3","3","4","1","1","3","3",-0.135827076988234,"2","2","1","3","2","2","1"
"1","3",2.24706998404858,"3","4",1.54379568969292,"4","4","4","1","1","2","3",0.921192977394912,"1","2","2","4","2","1","1"
"0","1",-0.738298116691312,"3","4",0.0806843886294909,"1","2","3","1","2","2","1",-0.576252099647879,"2","2","2","3","1","1","1"
"1","3",-1.23585946681463,"2","3",-0.682046514806237,"2","4","2","2","1","4","4",0.568852959267197,"1","3","1","3","2","2","1"
"1","3",1.25194728380195,"3","1",2.55274023822285,"4","4","2","2","1","4","4",0.568852959267197,"2","3","2","3","1","1","1"
"1","1",0.256824583555318,"2","1",-0.123017547959243,"1","2","3","2","2","4","4",2.4186380544377,"1","2","1","3","2","2","1"
"1","3",-0.90415190006575,"3","4",-0.722786902123984,"1","4","3","2","1","4","1",-0.311997086052092,"2","2","2","2","2","1","2"
"1","3",-0.240736766567997,"2","4",-0.464174008715678,"1","4","3","1","1","2","3",-1.10476212683945,"2","2","1","4","1","1","1"
"1","3",-0.489517441629654,"3","4",0.628376899875025,"4","4","1","1","1","4","3",2.06629803630999,"2","2","1","3","1","2","1"
"1","3",-0.738298116691312,"3","4",-0.714284560422889,"1","4","4","2","1","4","1",2.24246804537384,"2","2","2","2","1","1","1"
"1","1",-0.738298116691312,"2","2",-0.500663225182878,"1","1","4","1","1","1","3",-1.19284713137138,"2","1","1","3","1","1","1"
"1","3",-1.23585946681463,"3","2",-0.72632954449944,"4","2","1","3","1","2","2",-0.752422108711736,"2","2","2","3","1","1","1"
"1","3",-0.987078791752969,"2","2",-0.667167416829321,"1","2","4","1","1","2","1",-0.840507113243665,"2","1","1","3","1","1","1"
"1","3",-0.738298116691312,"2","3",-0.35151798117617,"4","2","4","2","1","4","4",0.128427936607552,"2","3","1","3","1","2","1"
"1","3",-0.738298116691312,"1","2",-0.181471147154271,"1","4","2","2","1","4","2",-0.135827076988234,"2","2","2","3","1","1","1"
"1","3",0.256824583555318,"2","3",-0.713221767710252,"3","2","3","1","1","3","3",1.89012802724613,"2","2","1","2","1","1","1"
"1","2",-0.738298116691312,"1","4",-0.659373603603317,"1","2","2","2","1","2","1",-0.400082090584021,"2","2","1","2","1","2","1"
"1","1",-0.489517441629654,"2","4",-0.661853453266136,"1","2","2","1","1","4","3",-0.664337104179808,"2","1","1","3","1","1","1"
"1","1",0.256824583555318,"2","2",-0.0886539169173172,"1","2","2","1","1","2","1",-1.01667712230752,"2","1","1","2","1","1","1"
"1","1",0.256824583555318,"2","4",1.16792133365701,"1","2","2","3","1","2","3",-1.28093213590331,"1","2","1","2","1","1","1"
"1","3",0.256824583555318,"3","3",-0.245592974150029,"3","4","2","2","1","2","3",-0.135827076988234,"2","2","1","3","1","1","1"
"1","2",0.256824583555318,"3","1",1.5894957763363,"3","4","2","1","1","4","4",-0.576252099647879,"2","1","1","3","1","1","1"
"1","1",-1.23585946681463,"2","3",-1.0373735450645,"1","1","4","1","1","1","1",-0.752422108711736,"2","2","1","3","1","1","1"
"1","3",0.00804390849366026,"3","2",-0.595251776607559,"2","3","4","2","1","3","1",-0.135827076988234,"2","2","2","4","1","1","1"
"1","1",0.505605258616975,"2","3",0.0512804569132041,"1","2","3","2","1","2","3",-0.752422108711736,"2","2","1","4","1","1","1"
"0","1",-0.738298116691312,"1","3",-0.766361403342095,"1","3","4","2","1","3","1",-0.664337104179808,"2","2","2","3","1","1","1"
"1","2",0.505605258616975,"3","1",0.954299998416999,"1","4","1","2","1","2","3",-0.48816709511595,"2","2","2","4","1","2","1"
"1","2",-0.489517441629654,"2","3",-0.622530122898572,"2","2","4","2","2","2","1",-1.19284713137138,"2","2","1","3","1","1","1"
"1","3",0.754385933678632,"3","3",1.22956331098995,"4","3","2","2","1","3","2",0.0403429320756234,"2","2","2","3","1","1","1"
"1","1",-0.240736766567997,"2","2",0.13417828849888,"1","1","1","1","1","4","3",-1.19284713137138,"2","1","1","3","1","1","1"
"1","1",0.00804390849366026,"2","2",0.116110812384053,"1","3","1","1","1","4","3",-0.840507113243665,"2","1","1","2","1","1","1"
"1","3",3.24219268429521,"3","4",3.71437267313495,"4","4","2","2","1","4","4",2.4186380544377,"1","3","1","4","1","2","1"
"1","2",-0.987078791752969,"2","4",-1.06110924898005,"1","2","4","3","1","4","1",-1.19284713137138,"2","1","1","2","1","1","1"
"1","3",1.74950863392526,"3","2",0.272695605379219,"3","2","4","2","1","4","1",0.0403429320756234,"2","2","2","3","1","2","1"
"1","2",-0.987078791752969,"2","3",-0.996633157746751,"1","2","4","2","1","3","1",-1.01667712230752,"2","2","1","3","1","1","1"
"0","2",-0.987078791752969,"2","2",-0.833671608475764,"1","2","4","1","1","1","2",-0.48816709511595,"2","2","1","3","1","1","1"
"1","3",0.256824583555318,"2","4",1.46018932963215,"1","2","1","2","1","4","2",0.656937963799125,"2","2","1","2","2","1","1"
"1","3",-0.90415190006575,"2","3",-0.724912487549257,"1","2","2","2","1","2","3",0.128427936607552,"2","2","1","3","1","2","1"
"1","1",0.256824583555318,"2","1",-0.162695142564353,"4","4","2","1","1","4","1",-0.840507113243665,"2","1","1","3","1","1","1"
"1","3",-0.489517441629654,"2","1",-0.0858198030169523,"1","3","2","2","1","2","3",-0.223912081520163,"2","2","1","3","1","1","1"
"1","3",-0.738298116691312,"3","4",-0.634575106975123,"3","1","2","2","1","4","4",2.68289306803349,"1","3","2","1","1","1","1"
"1","3",-1.23585946681463,"3","3",-0.787971521832378,"1","2","2","1","1","4","2",1.27353299552263,"2","2","1","2","1","1","1"
"1","3",-0.489517441629654,"3","3",-0.637763485113034,"1","2","4","2","1","4","4",-0.0477420724563055,"2","3","2","3","1","2","1"
"1","3",0.256824583555318,"2","2",0.793464034571286,"2","2","4","2","1","1","3",-0.928592117775594,"1","2","1","3","1","1","1"
"1","2",-0.987078791752969,"2","3",-0.731643508062624,"1","4","4","1","1","4","1",-0.928592117775594,"2","2","1","3","1","1","1"
"1","2",0.256824583555318,"3","3",1.10946773446198,"1","1","1","2","1","2","3",-0.223912081520163,"2","2","1","3","1","1","1"
"1","3",-0.738298116691312,"2","3",-0.90842136259789,"1","2","4","2","1","2","1",-0.48816709511595,"1","2","2","3","1","1","1"
"1","3",-0.738298116691312,"3","1",-0.626427029511574,"1","2","4","3","1","4","1",0.480767954735268,"2","1","1","3","1","1","1"
"1","2",-0.738298116691312,"2","4",0.994331857259654,"1","3","2","2","1","2","3",-0.311997086052092,"2","2","1","3","1","1","1"
"1","2",0.505605258616975,"2","4",-0.26330618602731,"1","1","4","1","1","1","2",-0.311997086052092,"2","2","1","3","2","2","1"
"1","2",-0.738298116691312,"2","4",-0.791514164207835,"2","3","3","2","1","4","1",0.30459794567141,"2","2","1","2","1","1","1"
"1","1",-1.23585946681463,"2","1",-0.679920929380963,"3","1","1","1","1","2","2",-1.10476212683945,"2","1","1","1","1","2","1"
"1","3",0.256824583555318,"2","3",-0.0319716389100175,"1","1","4","1","1","4","2",-0.840507113243665,"2","2","1","3","1","2","1"
"1","3",-0.240736766567997,"2","3",0.468603728741949,"1","1","3","2","1","2","3",-0.311997086052092,"2","2","1","3","1","2","1"
"1","2",2.24706998404858,"2","4",0.747409683690355,"4","1","3","2","1","4","4",0.392682950203339,"1","3","1","1","1","2","1"
"1","3",-0.489517441629654,"2","1",0.490922375707323,"1","2","3","2","1","2","3",-0.48816709511595,"2","2","1","3","1","2","1"
"1","2",-0.987078791752969,"2","4",-0.666104624116684,"1","2","2","3","1","1","1",-0.752422108711736,"1","2","1","3","1","2","1"
"1","2",-0.240736766567997,"2","4",-0.481178692117868,"3","1","3","3","1","3","1",0.0403429320756234,"1","2","1","3","1","2","1"
